"","category","over_represented_pvalue","term","ontology"
"10664","GO:0043066",0.00627553881254288,"negative regulation of apoptotic process","BP"
"19536","GO:1903850",0.00629000802980835,"regulation of cristae formation","BP"
"4703","GO:0010713",0.00629581187528241,"negative regulation of collagen metabolic process","BP"
"13152","GO:0051093",0.00629926064134389,"negative regulation of developmental process","BP"
"4367","GO:0009620",0.00632202375242337,"response to fungus","BP"
"5453","GO:0015985",0.00634586742927166,"energy coupled proton transport, down electrochemical gradient","BP"
"5454","GO:0015986",0.00634586742927166,"ATP synthesis coupled proton transport","BP"
"6289","GO:0019320",0.00635991438890517,"hexose catabolic process","BP"
"2754","GO:0006026",0.00639675858567376,"aminoglycan catabolic process","BP"
"3104","GO:0006567",0.00645431985231193,"threonine catabolic process","BP"
"6351","GO:0019518",0.00645431985231193,"L-threonine catabolic process to glycine","BP"
"13052","GO:0050920",0.00647793784527386,"regulation of chemotaxis","BP"
"879","GO:0002209",0.00648196915769948,"behavioral defense response","BP"
"11753","GO:0045921",0.00650037523644845,"positive regulation of exocytosis","BP"
"13367","GO:0051458",0.00661369634702637,"corticotropin secretion","BP"
"11987","GO:0046474",0.00673280796258789,"glycerophospholipid biosynthetic process","BP"
"702","GO:0001938",0.00675113445217404,"positive regulation of endothelial cell proliferation","BP"
"11621","GO:0045662",0.00676595860533783,"negative regulation of myoblast differentiation","BP"
"7153","GO:0030500",0.00677979663002204,"regulation of bone mineralization","BP"
"13039","GO:0050906",0.00681426981440566,"detection of stimulus involved in sensory perception","BP"
"10251","GO:0042178",0.00681770141299593,"xenobiotic catabolic process","BP"
"9456","GO:0035493",0.00683822269298614,"SNARE complex assembly","BP"
"12898","GO:0050673",0.00685416051941964,"epithelial cell proliferation","BP"
"13093","GO:0051006",0.00686440717921994,"positive regulation of lipoprotein lipase activity","BP"
"14635","GO:0061365",0.00686440717921994,"positive regulation of triglyceride lipase activity","BP"
"19280","GO:1903365",0.00689304267820234,"regulation of fear response","BP"
"21339","GO:2000822",0.00689304267820234,"regulation of behavioral fear response","BP"
"15095","GO:0070268",0.00689566442748741,"cornification","BP"
"3155","GO:0006633",0.00695819369347781,"fatty acid biosynthetic process","BP"
"7660","GO:0031532",0.00698256578213097,"actin cytoskeleton reorganization","BP"
"11974","GO:0046459",0.00703930892627233,"short-chain fatty acid metabolic process","BP"
"16745","GO:0090336",0.00704599338083231,"positive regulation of brown fat cell differentiation","BP"
"14228","GO:0060538",0.00705913370942324,"skeletal muscle organ development","BP"
"11557","GO:0045580",0.0070940671482667,"regulation of T cell differentiation","BP"
"21358","GO:2000852",0.00709678791720022,"regulation of corticosterone secretion","BP"
"3227","GO:0006734",0.00710268259383494,"NADH metabolic process","BP"
"4227","GO:0009185",0.00713995706382935,"ribonucleoside diphosphate metabolic process","BP"
"13438","GO:0051602",0.00717479243774773,"response to electrical stimulus","BP"
"1139","GO:0002687",0.00723349401700451,"positive regulation of leukocyte migration","BP"
"8408","GO:0032868",0.00724240270316118,"response to insulin","BP"
"1082","GO:0002573",0.00727434671245421,"myeloid leukocyte differentiation","BP"
"3620","GO:0007517",0.00730784776157598,"muscle organ development","BP"
"10226","GO:0042135",0.0073122394270119,"neurotransmitter catabolic process","BP"
"3131","GO:0006599",0.00732437152452943,"phosphagen metabolic process","BP"
"3134","GO:0006603",0.00732437152452943,"phosphocreatine metabolic process","BP"
"10344","GO:0042396",0.00732437152452943,"phosphagen biosynthetic process","BP"
"11910","GO:0046314",0.00732437152452943,"phosphocreatine biosynthetic process","BP"
"15099","GO:0070278",0.00738220138958631,"extracellular matrix constituent secretion","BP"
"3338","GO:0006911",0.0073880426792483,"phagocytosis, engulfment","BP"
"13593","GO:0051926",0.00740034677466493,"negative regulation of calcium ion transport","BP"
"21452","GO:2001185",0.0074477540673042,"regulation of CD8-positive, alpha-beta T cell activation","BP"
"21495","GO:2001258",0.00748961734088995,"negative regulation of cation channel activity","BP"
"699","GO:0001935",0.00749613529697539,"endothelial cell proliferation","BP"
"15951","GO:0071871",0.00755615116105274,"response to epinephrine","BP"
"18754","GO:1902107",0.0075728436186957,"positive regulation of leukocyte differentiation","BP"
"3516","GO:0007218",0.00757833942428192,"neuropeptide signaling pathway","BP"
"8471","GO:0032957",0.00761130918672884,"inositol trisphosphate metabolic process","BP"
"13572","GO:0051896",0.0076359523732844,"regulation of protein kinase B signaling","BP"
"9001","GO:0034367",0.00771692713429072,"protein-containing complex remodeling","BP"
"19194","GO:1903201",0.00780457643173343,"regulation of oxidative stress-induced cell death","BP"
"3641","GO:0007584",0.0078067036217807,"response to nutrient","BP"
"16284","GO:0072525",0.00781404535256505,"pyridine-containing compound biosynthetic process","BP"
"10673","GO:0043087",0.00782843464044827,"regulation of GTPase activity","BP"
"80","GO:0000165",0.0078384090312245,"MAPK cascade","BP"
"20791","GO:1990778",0.00794783503591947,"protein localization to cell periphery","BP"
"19135","GO:1903054",0.00798836318917532,"negative regulation of extracellular matrix organization","BP"
"6219","GO:0019098",0.00807375355014031,"reproductive behavior","BP"
"17722","GO:0099637",0.00808421022807225,"neurotransmitter receptor transport","BP"
"8871","GO:0034113",0.00808890272804207,"heterotypic cell-cell adhesion","BP"
"13077","GO:0050974",0.00808923623559694,"detection of mechanical stimulus involved in sensory perception","BP"
"8472","GO:0032958",0.00810630360611939,"inositol phosphate biosynthetic process","BP"
"4832","GO:0010881",0.00813753160007497,"regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion","BP"
"16455","GO:0086013",0.00814681297478379,"membrane repolarization during cardiac muscle cell action potential","BP"
"18365","GO:1901016",0.00815527522481262,"regulation of potassium ion transmembrane transporter activity","BP"
"15860","GO:0071674",0.00820259504303609,"mononuclear cell migration","BP"
"4690","GO:0010676",0.00825500694663315,"positive regulation of cellular carbohydrate metabolic process","BP"
"13781","GO:0055007",0.0082850024813526,"cardiac muscle cell differentiation","BP"
"5416","GO:0015908",0.00829402509176119,"fatty acid transport","BP"
"3156","GO:0006635",0.00834333302395342,"fatty acid beta-oxidation","BP"
"1150","GO:0002698",0.00835558586603415,"negative regulation of immune effector process","BP"
"13780","GO:0055006",0.00842402508295286,"cardiac cell development","BP"
"15634","GO:0071322",0.00843806502656633,"cellular response to carbohydrate stimulus","BP"
"4702","GO:0010712",0.00847774924553315,"regulation of collagen metabolic process","BP"
"3663","GO:0007616",0.008496704544861,"long-term memory","BP"
"16234","GO:0072376",0.00850410431867929,"protein activation cascade","BP"
"16235","GO:0072378",0.00850410431867929,"blood coagulation, fibrin clot formation","BP"
"15955","GO:0071875",0.00855015550270067,"adrenergic receptor signaling pathway","BP"
"13595","GO:0051930",0.00858758292954598,"regulation of sensory perception of pain","BP"
"17334","GO:0098703",0.0086407290400542,"calcium ion import across plasma membrane","BP"
"18960","GO:1902656",0.0086407290400542,"calcium ion import into cytosol","BP"
"596","GO:0001780",0.00866179169479862,"neutrophil homeostasis","BP"
"1453","GO:0003298",0.00867816785229385,"physiological muscle hypertrophy","BP"
"1456","GO:0003301",0.00867816785229385,"physiological cardiac muscle hypertrophy","BP"
"14509","GO:0061049",0.00867816785229385,"cell growth involved in cardiac muscle cell development","BP"
"17709","GO:0099622",0.00874905330929653,"cardiac muscle cell membrane repolarization","BP"
"21159","GO:2000516",0.00875137793082741,"positive regulation of CD4-positive, alpha-beta T cell activation","BP"
"682","GO:0001912",0.00882340092681187,"positive regulation of leukocyte mediated cytotoxicity","BP"
"16496","GO:0086065",0.00882698772914828,"cell communication involved in cardiac conduction","BP"
"5688","GO:0016485",0.00883942302156595,"protein processing","BP"
"4283","GO:0009260",0.00886459736969236,"ribonucleotide biosynthetic process","BP"
"19123","GO:1903038",0.008935328915125,"negative regulation of leukocyte cell-cell adhesion","BP"
"13818","GO:0055076",0.00893643189476218,"transition metal ion homeostasis","BP"
"3836","GO:0008285",0.00899363651754796,"negative regulation of cell population proliferation","BP"
"1156","GO:0002704",0.00901914130699778,"negative regulation of leukocyte mediated immunity","BP"
"19943","GO:1904705",0.0090388396153732,"regulation of vascular associated smooth muscle cell proliferation","BP"
"20825","GO:1990874",0.0090388396153732,"vascular associated smooth muscle cell proliferation","BP"
"16283","GO:0072524",0.00905034501513173,"pyridine-containing compound metabolic process","BP"
"13135","GO:0051056",0.00905196074581924,"regulation of small GTPase mediated signal transduction","BP"
"18367","GO:1901018",0.00908018242790695,"positive regulation of potassium ion transmembrane transporter activity","BP"
"595","GO:0001779",0.00930082358690209,"natural killer cell differentiation","BP"
"16354","GO:0072676",0.00930632319712435,"lymphocyte migration","BP"
"802","GO:0002074",0.00936870145573588,"extraocular skeletal muscle development","BP"
"15083","GO:0070252",0.00939892957477589,"actin-mediated cell contraction","BP"
"16441","GO:0085029",0.00940217632102858,"extracellular matrix assembly","BP"
"13377","GO:0051482",0.00944971066472884,"positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway","BP"
"8066","GO:0032355",0.00955283860206626,"response to estradiol","BP"
"1017","GO:0002449",0.00957317052975367,"lymphocyte mediated immunity","BP"
"13050","GO:0050918",0.00959323934602944,"positive chemotaxis","BP"
"15673","GO:0071383",0.00959538703640018,"cellular response to steroid hormone stimulus","BP"
"818","GO:0002093",0.00962510564544856,"auditory receptor cell morphogenesis","BP"
"9875","GO:0036296",0.00965040892895555,"response to increased oxygen levels","BP"
"13246","GO:0051250",0.00967319986515356,"negative regulation of lymphocyte activation","BP"
"18744","GO:1902083",0.00968274844755703,"negative regulation of peptidyl-cysteine S-nitrosylation","BP"
"6861","GO:0023014",0.00971741551209045,"signal transduction by protein phosphorylation","BP"
"6786","GO:0022008",0.00983779856982099,"neurogenesis","BP"
"13303","GO:0051341",0.00987491399893151,"regulation of oxidoreductase activity","BP"
"8476","GO:0032963",0.00990357625152146,"collagen metabolic process","BP"
"3597","GO:0007417",0.00990405156296728,"central nervous system development","BP"
"17153","GO:0097530",0.00998957582195326,"granulocyte migration","BP"
"1305","GO:0003014",0.0100273224746818,"renal system process","BP"
"6818","GO:0022604",0.0100726216011306,"regulation of cell morphogenesis","BP"
"4036","GO:0008643",0.0100826760835456,"carbohydrate transport","BP"
"3221","GO:0006721",0.0101001945289247,"terpenoid metabolic process","BP"
"6929","GO:0030100",0.0101626172854022,"regulation of endocytosis","BP"
"12889","GO:0050663",0.0101671397403635,"cytokine secretion","BP"
"16520","GO:0086100",0.0101711047187183,"endothelin receptor signaling pathway","BP"
"4401","GO:0009746",0.0101818053349452,"response to hexose","BP"
"8478","GO:0032965",0.0102425652425522,"regulation of collagen biosynthetic process","BP"
"1383","GO:0003180",0.0102814460275438,"aortic valve morphogenesis","BP"
"4689","GO:0010675",0.0103380503606239,"regulation of cellular carbohydrate metabolic process","BP"
"5543","GO:0016188",0.0103453997674655,"synaptic vesicle maturation","BP"
"21345","GO:2000831",0.010352437244549,"regulation of steroid hormone secretion","BP"
"6450","GO:0019852",0.0104340904320449,"L-ascorbic acid metabolic process","BP"
"12968","GO:0050802",0.0104341561169002,"circadian sleep/wake cycle, sleep","BP"
"13919","GO:0060075",0.0104394766903057,"regulation of resting membrane potential","BP"
"16443","GO:0086001",0.0104651968589129,"cardiac muscle cell action potential","BP"
"6973","GO:0030162",0.0104865833471264,"regulation of proteolysis","BP"
"761","GO:0002021",0.0106296592837589,"response to dietary excess","BP"
"10001","GO:0038001",0.0106343362464136,"paracrine signaling","BP"
"10674","GO:0043090",0.0106625041877609,"amino acid import","BP"
"11593","GO:0045628",0.0107215850891689,"regulation of T-helper 2 cell differentiation","BP"
"11723","GO:0045861",0.0107584244290158,"negative regulation of proteolysis","BP"
"1142","GO:0002690",0.0107751229653081,"positive regulation of leukocyte chemotaxis","BP"
"967","GO:0002367",0.0107806973144431,"cytokine production involved in immune response","BP"
"17039","GO:0097305",0.0108108781313706,"response to alcohol","BP"
"5958","GO:0017014",0.0108475929886873,"protein nitrosylation","BP"
"6083","GO:0018119",0.0108475929886873,"peptidyl-cysteine S-nitrosylation","BP"
"680","GO:0001910",0.0108703660526962,"regulation of leukocyte mediated cytotoxicity","BP"
"19467","GO:1903725",0.0108757770160904,"regulation of phospholipid metabolic process","BP"
"18477","GO:1901343",0.0108769247861256,"negative regulation of vasculature development","BP"
"19037","GO:1902893",0.0109144995450995,"regulation of pri-miRNA transcription by RNA polymerase II","BP"
"18396","GO:1901136",0.0109666052235566,"carbohydrate derivative catabolic process","BP"
"12046","GO:0046596",0.0112268634259806,"regulation of viral entry into host cell","BP"
"1257","GO:0002888",0.0112586939273083,"positive regulation of myeloid leukocyte mediated immunity","BP"
"4730","GO:0010743",0.0113222409445954,"regulation of macrophage derived foam cell differentiation","BP"
"4679","GO:0010660",0.011392706861793,"regulation of muscle cell apoptotic process","BP"
"11663","GO:0045744",0.0114113238956853,"negative regulation of G protein-coupled receptor signaling pathway","BP"
"3409","GO:0007031",0.0114305339426485,"peroxisome organization","BP"
"4247","GO:0009206",0.0114443717335316,"purine ribonucleoside triphosphate biosynthetic process","BP"
"597","GO:0001781",0.0114856099678123,"neutrophil apoptotic process","BP"
"8521","GO:0033029",0.0114856099678123,"regulation of neutrophil apoptotic process","BP"
"19369","GO:1903539",0.0115076459877976,"protein localization to postsynaptic membrane","BP"
"4523","GO:0010248",0.0115129049899414,"establishment or maintenance of transmembrane electrochemical gradient","BP"
"1470","GO:0003330",0.0115154660645793,"regulation of extracellular matrix constituent secretion","BP"
"3648","GO:0007597",0.0115219149728456,"blood coagulation, intrinsic pathway","BP"
"8630","GO:0033239",0.0115502390457398,"negative regulation of cellular amine metabolic process","BP"
"18489","GO:1901381",0.0115987914557032,"positive regulation of potassium ion transmembrane transport","BP"
"15210","GO:0070471",0.0116485945065924,"uterine smooth muscle contraction","BP"
"13342","GO:0051414",0.0116513063923656,"response to cortisol","BP"
"12218","GO:0046950",0.0116611314328203,"cellular ketone body metabolic process","BP"
"11637","GO:0045687",0.0116654165007339,"positive regulation of glial cell differentiation","BP"
"677","GO:0001906",0.0117038563220067,"cell killing","BP"
"4531","GO:0010269",0.0117327488283138,"response to selenium ion","BP"
"11057","GO:0043949",0.0118713669233125,"regulation of cAMP-mediated signaling","BP"
"16699","GO:0090277",0.011886547909205,"positive regulation of peptide hormone secretion","BP"
"3368","GO:0006959",0.011889043889005,"humoral immune response","BP"
"10644","GO:0043030",0.0118924567029333,"regulation of macrophage activation","BP"
"13327","GO:0051385",0.0118927376218846,"response to mineralocorticoid","BP"
"11791","GO:0045981",0.0119648120218482,"positive regulation of nucleotide metabolic process","BP"
"18337","GO:1900544",0.0119648120218482,"positive regulation of purine nucleotide metabolic process","BP"
"2854","GO:0006195",0.0119837523110572,"purine nucleotide catabolic process","BP"
"10215","GO:0042116",0.0120467812276838,"macrophage activation","BP"
"12921","GO:0050709",0.0121281722672752,"negative regulation of protein secretion","BP"
"15113","GO:0070301",0.0121620713529915,"cellular response to hydrogen peroxide","BP"
"5014","GO:0014745",0.0121778781875823,"negative regulation of muscle adaptation","BP"
"9656","GO:0035813",0.0122009680982477,"regulation of renal sodium excretion","BP"
"269","GO:0000768",0.0122091304504904,"syncytium formation by plasma membrane fusion","BP"
"18069","GO:0140253",0.0122091304504904,"cell-cell fusion","BP"
"6827","GO:0022617",0.0122291521681425,"extracellular matrix disassembly","BP"
"12899","GO:0050678",0.012322504235424,"regulation of epithelial cell proliferation","BP"
"10363","GO:0042426",0.012409435375026,"choline catabolic process","BP"
"13596","GO:0051931",0.0124420929472825,"regulation of sensory perception","BP"
"8310","GO:0032700",0.0125179952250031,"negative regulation of interleukin-17 production","BP"
"10609","GO:0042983",0.0125464768211092,"amyloid precursor protein biosynthetic process","BP"
"10610","GO:0042984",0.0125464768211092,"regulation of amyloid precursor protein biosynthetic process","BP"
"8505","GO:0033005",0.0125706708914322,"positive regulation of mast cell activation","BP"
"5288","GO:0015669",0.0126122162148122,"gas transport","BP"
"673","GO:0001893",0.012640070027519,"maternal placenta development","BP"
"1157","GO:0002705",0.0126565487595724,"positive regulation of leukocyte mediated immunity","BP"
"16878","GO:0097006",0.0126682084266696,"regulation of plasma lipoprotein particle levels","BP"
"11977","GO:0046462",0.0126825402228291,"monoacylglycerol metabolic process","BP"
"19438","GO:1903670",0.0127009297299088,"regulation of sprouting angiogenesis","BP"
"11567","GO:0045595",0.012806879955614,"regulation of cell differentiation","BP"
"15883","GO:0071706",0.0129146406108919,"tumor necrosis factor superfamily cytokine production","BP"
"12160","GO:0046850",0.0129317472779038,"regulation of bone remodeling","BP"
"9714","GO:0035929",0.0129695190377462,"steroid hormone secretion","BP"
"13172","GO:0051124",0.0129992747858325,"synaptic growth at neuromuscular junction","BP"
"15827","GO:0071621",0.0130041305324077,"granulocyte chemotaxis","BP"
"4942","GO:0014015",0.0130258211396991,"positive regulation of gliogenesis","BP"
"16092","GO:0072124",0.0130340517178761,"regulation of glomerular mesangial cell proliferation","BP"
"8287","GO:0032660",0.0130655770833735,"regulation of interleukin-17 production","BP"
"4402","GO:0009749",0.013114237677235,"response to glucose","BP"
"807","GO:0002082",0.0131892259142109,"regulation of oxidative phosphorylation","BP"
"4127","GO:0009062",0.0132014273293611,"fatty acid catabolic process","BP"
"11770","GO:0045940",0.013258891774534,"positive regulation of steroid metabolic process","BP"
"13956","GO:0060143",0.0132763232300001,"positive regulation of syncytium formation by plasma membrane fusion","BP"
"21352","GO:2000846",0.0133073990401221,"regulation of corticosteroid hormone secretion","BP"
"8331","GO:0032736",0.0133560258667221,"positive regulation of interleukin-13 production","BP"
"15953","GO:0071873",0.013369267199128,"response to norepinephrine","BP"
"16990","GO:0097191",0.0134037999098217,"extrinsic apoptotic signaling pathway","BP"
"21275","GO:2000722",0.0134270618555249,"regulation of cardiac vascular smooth muscle cell differentiation","BP"
"5422","GO:0015914",0.0134798083065829,"phospholipid transport","BP"
"10387","GO:0042476",0.0134877025266802,"odontogenesis","BP"
"11613","GO:0045654",0.013536010095257,"positive regulation of megakaryocyte differentiation","BP"
"9631","GO:0035771",0.0136142642886105,"interleukin-4-mediated signaling pathway","BP"
"10557","GO:0042819",0.0137020633314523,"vitamin B6 biosynthetic process","BP"
"8778","GO:0033693",0.0137146322276678,"neurofilament bundle assembly","BP"
"18395","GO:1901135",0.0137649984506934,"carbohydrate derivative metabolic process","BP"
"11529","GO:0045445",0.0137684254366234,"myoblast differentiation","BP"
"9638","GO:0035788",0.013801841755606,"cell migration involved in metanephros development","BP"
"9639","GO:0035789",0.013801841755606,"metanephric mesenchymal cell migration","BP"
"9642","GO:0035793",0.013801841755606,"positive regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway","BP"
"18282","GO:1900238",0.013801841755606,"regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway","BP"
"21203","GO:2000589",0.013801841755606,"regulation of metanephric mesenchymal cell migration","BP"
"21204","GO:2000591",0.013801841755606,"positive regulation of metanephric mesenchymal cell migration","BP"
"18571","GO:1901617",0.0138227442882469,"organic hydroxy compound biosynthetic process","BP"
"11591","GO:0045626",0.0138632893137432,"negative regulation of T-helper 1 cell differentiation","BP"
"10613","GO:0042987",0.0139103964958439,"amyloid precursor protein catabolic process","BP"
"4473","GO:0010001",0.0139121576809739,"glial cell differentiation","BP"
"10559","GO:0042822",0.0139428847804216,"pyridoxal phosphate metabolic process","BP"
"18518","GO:1901503",0.0139507601274076,"ether biosynthetic process","BP"
"4042","GO:0008654",0.0139550841910758,"phospholipid biosynthetic process","BP"
"21148","GO:2000489",0.0139769386110012,"regulation of hepatic stellate cell activation","BP"
"4347","GO:0009449",0.0139832812134576,"gamma-aminobutyric acid biosynthetic process","BP"
"9872","GO:0036293",0.0139926003738403,"response to decreased oxygen levels","BP"
"19039","GO:1902895",0.013997649223861,"positive regulation of pri-miRNA transcription by RNA polymerase II","BP"
"12924","GO:0050715",0.0140220988981043,"positive regulation of cytokine secretion","BP"
"16156","GO:0072215",0.0140495754017333,"regulation of metanephros development","BP"
"3664","GO:0007617",0.0140660661574592,"mating behavior","BP"
"19230","GO:1903279",0.0141016088540955,"regulation of calcium:sodium antiporter activity","BP"
"12543","GO:0048384",0.014116863612071,"retinoic acid receptor signaling pathway","BP"
"6308","GO:0019371",0.0142356795911326,"cyclooxygenase pathway","BP"
"10860","GO:0043403",0.0142683267883553,"skeletal muscle tissue regeneration","BP"
"8928","GO:0034205",0.0142735016082188,"amyloid-beta formation","BP"
"19179","GO:1903170",0.0142744420730805,"negative regulation of calcium ion transmembrane transport","BP"
"2793","GO:0006086",0.0142753845144864,"acetyl-CoA biosynthetic process from pyruvate","BP"
"10556","GO:0042816",0.014281463490225,"vitamin B6 metabolic process","BP"
"8764","GO:0033674",0.0142949602466085,"positive regulation of kinase activity","BP"
"3074","GO:0006537",0.0143123668062665,"glutamate biosynthetic process","BP"
"10347","GO:0042402",0.014419455133322,"cellular biogenic amine catabolic process","BP"
"13473","GO:0051665",0.0144410018805032,"membrane raft localization","BP"
"14066","GO:0060314",0.0144444567161956,"regulation of ryanodine-sensitive calcium-release channel activity","BP"
"14304","GO:0060681",0.0144722822153639,"branch elongation involved in ureteric bud branching","BP"
"13833","GO:0055093",0.0144778038484694,"response to hyperoxia","BP"
"10952","GO:0043551",0.0145011104010742,"regulation of phosphatidylinositol 3-kinase activity","BP"
"13849","GO:0055119",0.0145281945922081,"relaxation of cardiac muscle","BP"
"16879","GO:0097009",0.0145408143535265,"energy homeostasis","BP"
"13228","GO:0051224",0.0145500975961307,"negative regulation of protein transport","BP"
"4190","GO:0009145",0.0146078557915997,"purine nucleoside triphosphate biosynthetic process","BP"
"18915","GO:1902532",0.0146154950430503,"negative regulation of intracellular signal transduction","BP"
"17603","GO:0099171",0.0146915790815394,"presynaptic modulation of chemical synaptic transmission","BP"
"13573","GO:0051897",0.0147056983353394,"positive regulation of protein kinase B signaling","BP"
"4462","GO:0009968",0.0147149228710444,"negative regulation of signal transduction","BP"
"6654","GO:0021762",0.0147787268862754,"substantia nigra development","BP"
"6293","GO:0019336",0.0148837857925145,"phenol-containing compound catabolic process","BP"
"3199","GO:0006687",0.0148992641996164,"glycosphingolipid metabolic process","BP"
"4565","GO:0010459",0.0149109005331032,"negative regulation of heart rate","BP"
"8409","GO:0032869",0.0149191420690989,"cellular response to insulin stimulus","BP"
"19314","GO:1903426",0.0149205339751267,"regulation of reactive oxygen species biosynthetic process","BP"
"3495","GO:0007193",0.0150267548889019,"adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway","BP"
"15589","GO:0071242",0.0150848971907346,"cellular response to ammonium ion","BP"
"16022","GO:0072008",0.0151387145843917,"glomerular mesangial cell differentiation","BP"
"4591","GO:0010517",0.0151419141297357,"regulation of phospholipase activity","BP"
"17634","GO:0099509",0.0151963215094321,"regulation of presynaptic cytosolic calcium ion concentration","BP"
"13929","GO:0060086",0.0152270036540689,"circadian temperature homeostasis","BP"
"11747","GO:0045914",0.0152484678104891,"negative regulation of catecholamine metabolic process","BP"
"11784","GO:0045963",0.0152484678104891,"negative regulation of dopamine metabolic process","BP"
"18369","GO:1901020",0.0152571539948728,"negative regulation of calcium ion transmembrane transporter activity","BP"
"9614","GO:0035740",0.0152692885774701,"CD8-positive, alpha-beta T cell proliferation","BP"
"21183","GO:2000564",0.0152692885774701,"regulation of CD8-positive, alpha-beta T cell proliferation","BP"
"15249","GO:0070541",0.015292562801526,"response to platinum ion","BP"
"1464","GO:0003321",0.0153135211529319,"positive regulation of blood pressure by epinephrine-norepinephrine","BP"
"12998","GO:0050854",0.0153263365882157,"regulation of antigen receptor-mediated signaling pathway","BP"
"5335","GO:0015766",0.0153569824780483,"disaccharide transport","BP"
"5336","GO:0015770",0.0153569824780483,"sucrose transport","BP"
"5337","GO:0015772",0.0153569824780483,"oligosaccharide transport","BP"
"14068","GO:0060316",0.015371763483619,"positive regulation of ryanodine-sensitive calcium-release channel activity","BP"
"3178","GO:0006662",0.0153862104419889,"glycerol ether metabolic process","BP"
"19110","GO:1903018",0.0154286818444859,"regulation of glycoprotein metabolic process","BP"
"11571","GO:0045599",0.0154374174821362,"negative regulation of fat cell differentiation","BP"
"8013","GO:0032270",0.0154376666962373,"positive regulation of cellular protein metabolic process","BP"
"10390","GO:0042481",0.0154406259424369,"regulation of odontogenesis","BP"
"10872","GO:0043416",0.0154529841983297,"regulation of skeletal muscle tissue regeneration","BP"
"9014","GO:0034382",0.0154700456533511,"chylomicron remnant clearance","BP"
"15932","GO:0071830",0.0154700456533511,"triglyceride-rich lipoprotein particle clearance","BP"
"592","GO:0001776",0.0156073303933789,"leukocyte homeostasis","BP"
"9413","GO:0035384",0.015608197756279,"thioester biosynthetic process","BP"
"15824","GO:0071616",0.015608197756279,"acyl-CoA biosynthetic process","BP"
"12705","GO:0048738",0.0156250296573251,"cardiac muscle tissue development","BP"
"4203","GO:0009158",0.015685777542683,"ribonucleoside monophosphate catabolic process","BP"
"4213","GO:0009169",0.015685777542683,"purine ribonucleoside monophosphate catabolic process","BP"
"8339","GO:0032755",0.0156936949101805,"positive regulation of interleukin-6 production","BP"
"10386","GO:0042475",0.015709486901799,"odontogenesis of dentin-containing tooth","BP"
"19634","GO:1904035",0.0157733390947695,"regulation of epithelial cell apoptotic process","BP"
"12109","GO:0046697",0.0157833894178439,"decidualization","BP"
"9440","GO:0035456",0.0158341953574566,"response to interferon-beta","BP"
"795","GO:0002066",0.0158731845627666,"columnar/cuboidal epithelial cell development","BP"
"14809","GO:0061757",0.0158972715700465,"leukocyte adhesion to arterial endothelial cell","BP"
"8009","GO:0032264",0.0159465021212671,"IMP salvage","BP"
"4823","GO:0010872",0.0159577759927752,"regulation of cholesterol esterification","BP"
"8272","GO:0032640",0.0159860862644148,"tumor necrosis factor production","BP"
"13625","GO:0051966",0.0160329360076351,"regulation of synaptic transmission, glutamatergic","BP"
"3359","GO:0006949",0.0160422355355407,"syncytium formation","BP"
"6927","GO:0030098",0.0160595974334742,"lymphocyte differentiation","BP"
"16294","GO:0072537",0.0161170274873975,"fibroblast activation","BP"
"8112","GO:0032410",0.0161362876600162,"negative regulation of transporter activity","BP"
"5725","GO:0016559",0.0161440895475075,"peroxisome fission","BP"
"18158","GO:1900015",0.0161534659329361,"regulation of cytokine production involved in inflammatory response","BP"
"1141","GO:0002689",0.0162325404129335,"negative regulation of leukocyte chemotaxis","BP"
"20334","GO:1905475",0.0162939276067333,"regulation of protein localization to membrane","BP"
"10359","GO:0042420",0.016304963535447,"dopamine catabolic process","BP"
"12116","GO:0046710",0.0163781315740313,"GDP metabolic process","BP"
"15781","GO:0071548",0.016387459083604,"response to dexamethasone","BP"
"19380","GO:1903555",0.0164022851719145,"regulation of tumor necrosis factor superfamily cytokine production","BP"
"18341","GO:1900673",0.0164231386361873,"olefin metabolic process","BP"
"8479","GO:0032966",0.0164497401787528,"negative regulation of collagen biosynthetic process","BP"
"3317","GO:0006884",0.0164782683908966,"cell volume homeostasis","BP"
"8872","GO:0034114",0.0164891262860386,"regulation of heterotypic cell-cell adhesion","BP"
"9053","GO:0034447",0.0165155418701844,"very-low-density lipoprotein particle clearance","BP"
"3021","GO:0006468",0.0166535361014132,"protein phosphorylation","BP"
"5033","GO:0014826",0.0167078631387849,"vein smooth muscle contraction","BP"
"15687","GO:0071400",0.0168265319019661,"cellular response to oleic acid","BP"
"20820","GO:1990845",0.0168396854288848,"adaptive thermogenesis","BP"
"9291","GO:0035106",0.0168403096865781,"operant conditioning","BP"
"17559","GO:0099072",0.0168463233341212,"regulation of postsynaptic membrane neurotransmitter receptor levels","BP"
"4854","GO:0010906",0.0168663912659911,"regulation of glucose metabolic process","BP"
"3794","GO:0008211",0.0168782509400375,"glucocorticoid metabolic process","BP"
"8621","GO:0033212",0.0169276569197852,"iron import into cell","BP"
