"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"16282","GO:0072523",0.0236550872613765,0.98891731340138,19,48,"purine-containing compound catabolic process","BP"
"3866","GO:0008330",0.0236655790004087,0.995600225154845,6,10,"protein tyrosine/threonine phosphatase activity","MF"
"4645","GO:0010614",0.0237113482056669,0.992305242961583,10,22,"negative regulation of cardiac muscle hypertrophy","BP"
"8213","GO:0032550",0.0237443413305071,0.982382209766636,100,325,"purine ribonucleoside binding","MF"
"523","GO:0001664",0.0237759979393037,0.984289900772534,54,166,"G protein-coupled receptor binding","MF"
"14457","GO:0060976",0.0237771889668512,0.989519000393423,16,43,"coronary vasculature development","BP"
"6319","GO:0019400",0.0237838175853798,0.993073596497578,9,18,"alditol metabolic process","BP"
"2354","GO:0005217",0.023873705257991,0.992606188208541,9,21,"intracellular ligand-gated ion channel activity","MF"
"2301","GO:0005114",0.0238816824630713,0.996445516050664,5,8,"type II transforming growth factor beta receptor binding","MF"
"11681","GO:0045780",0.0238881766274805,0.993602027542594,8,16,"positive regulation of bone resorption","BP"
"12162","GO:0046852",0.0238881766274805,0.993602027542594,8,16,"positive regulation of bone remodeling","BP"
"4254","GO:0009214",0.0239012434076575,0.994230467226966,7,14,"cyclic nucleotide catabolic process","BP"
"7083","GO:0030314",0.0239094357587184,0.997475638678468,4,6,"junctional membrane complex","CC"
"8669","GO:0033344",0.0239230738272576,0.990317501312729,14,34,"cholesterol efflux","BP"
"6307","GO:0019370",0.0239545044581534,0.994748762133505,7,12,"leukotriene biosynthetic process","BP"
"3170","GO:0006654",0.0240227169905584,0.989836279216797,15,38,"phosphatidic acid biosynthetic process","BP"
"15952","GO:0071872",0.0240436236585451,0.995169609368711,6,11,"cellular response to epinephrine stimulus","BP"
"10851","GO:0043393",0.0240595370215915,0.983749963323417,59,187,"regulation of protein binding","BP"
"6639","GO:0021700",0.0242796295997738,0.983117012895577,67,223,"developmental maturation","BP"
"13067","GO:0050953",0.0243066172193027,0.984652598412881,44,135,"sensory perception of light stimulus","BP"
"19347","GO:1903510",0.0243078209404388,0.985684852668848,34,102,"mucopolysaccharide metabolic process","BP"
"6468","GO:0019883",0.0243098890899006,0.995449295892343,6,10,"antigen processing and presentation of endogenous antigen","BP"
"10780","GO:0043267",0.0243122979721984,0.99150802089333,11,25,"negative regulation of potassium ion transport","BP"
"4610","GO:0010559",0.0243586816432861,0.990115331976932,14,34,"regulation of glycoprotein biosynthetic process","BP"
"3918","GO:0008427",0.0244132408492961,1,3,3,"calcium-dependent protein kinase inhibitor activity","MF"
"4813","GO:0010858",0.0244132408492961,1,3,3,"calcium-dependent protein kinase regulator activity","MF"
"12923","GO:0050714",0.0244583394731994,0.984932925837555,40,121,"positive regulation of protein secretion","BP"
"3623","GO:0007520",0.0244819399972018,0.990930323678752,12,28,"myoblast fusion","BP"
"5613","GO:0016311",0.0244908266701962,0.981191992107287,123,428,"dephosphorylation","BP"
"1374","GO:0003170",0.0245626206370057,0.988222718817995,19,53,"heart valve development","BP"
"9833","GO:0036149",0.0246202778288651,0.99630327326764,5,8,"phosphatidylinositol acyl-chain remodeling","BP"
"11430","GO:0045159",0.0246619235659036,0.995013633775021,6,11,"myosin II binding","MF"
"12047","GO:0046597",0.0246791276819846,0.995362298446278,6,10,"negative regulation of viral entry into host cell","BP"
"2459","GO:0005507",0.0247240807727471,0.989005560125633,17,41,"copper ion binding","MF"
"671","GO:0001891",0.0247762812274092,0.991895999619028,10,22,"phagocytic cup","CC"
"3398","GO:0007015",0.0248056620620886,0.981297221372034,107,374,"actin filament organization","BP"
"3023","GO:0006470",0.0249008127707279,0.98191360562794,85,285,"protein dephosphorylation","BP"
"4838","GO:0010887",0.0249251239149979,0.99624417375033,5,8,"negative regulation of cholesterol storage","BP"
"11584","GO:0045619",0.0249756529528597,0.984492706122072,41,124,"regulation of lymphocyte differentiation","BP"
"14168","GO:0060439",0.0250058801507747,0.99622847989256,5,8,"trachea morphogenesis","BP"
"9698","GO:0035902",0.025006870983588,0.993238224053492,8,16,"response to immobilization stress","BP"
"17144","GO:0097512",0.0250667711386982,1,3,3,"cardiac myofibril","CC"
"17117","GO:0097470",0.0250891478889639,0.994905234062929,6,11,"ribbon synapse","CC"
"8392","GO:0032816",0.0251937601711155,0.994096759038619,7,13,"positive regulation of natural killer cell activation","BP"
"13122","GO:0051043",0.0252017827547522,0.992400255921432,9,19,"regulation of membrane protein ectodomain proteolysis","BP"
"13012","GO:0050868",0.0252277448945167,0.986261933772479,27,74,"negative regulation of T cell activation","BP"
"20251","GO:1905314",0.025233981166891,0.99005212909253,13,32,"semi-lunar valve development","BP"
"10722","GO:0043176",0.0252874793900082,0.995218173022831,6,10,"amine binding","MF"
"13321","GO:0051378",0.0252874793900082,0.995218173022831,6,10,"serotonin binding","MF"
"4337","GO:0009438",0.0253121256291422,0.998136309834167,4,5,"methylglyoxal metabolic process","BP"
"19044","GO:1902904",0.0253285350215197,0.984011572621602,43,135,"negative regulation of supramolecular fiber organization","BP"
"13602","GO:0051938",0.0253294102027903,0.993804998010657,7,14,"L-glutamate import","BP"
"20697","GO:1990504",0.0253305307886291,0.995739715081047,5,9,"dense core granule exocytosis","BP"
"4030","GO:0008628",0.0253374222895638,1,3,3,"hormone-mediated apoptotic signaling pathway","BP"
"3538","GO:0007264",0.025365426000405,0.980336440048645,129,466,"small GTPase mediated signal transduction","BP"
"10537","GO:0042776",0.0253760017633739,0.991193600381808,11,24,"mitochondrial ATP synthesis coupled proton transport","BP"
"2268","GO:0005035",0.0254120566799507,0.995188539041267,6,10,"death receptor activity","MF"
"8294","GO:0032675",0.025565127085013,0.985522925445172,30,85,"regulation of interleukin-6 production","BP"
"3883","GO:0008360",0.0256419823670381,0.98369960667355,44,139,"regulation of cell shape","BP"
"20085","GO:1904950",0.0256839138176773,0.984145003337821,40,119,"negative regulation of establishment of protein localization","BP"
"21470","GO:2001225",0.0256915621135978,0.996094592383108,5,8,"regulation of chloride transport","BP"
"4246","GO:0009205",0.0257391261503624,0.985984424483131,27,73,"purine ribonucleoside triphosphate metabolic process","BP"
"6809","GO:0022410",0.0257632222304933,0.992379470708629,9,18,"circadian sleep/wake cycle process","BP"
"4710","GO:0010720",0.02577228450681,0.979905420636597,135,481,"positive regulation of cell development","BP"
"16157","GO:0072216",0.0258288361639688,0.996067652466715,5,8,"positive regulation of metanephros development","BP"
"16632","GO:0090184",0.0258720192305095,0.990867499005489,11,25,"positive regulation of kidney development","BP"
"7986","GO:0032225",0.0259539817809887,0.993876933996575,7,13,"regulation of synaptic transmission, dopaminergic","BP"
"2291","GO:0005094",0.0259703603341795,1,3,3,"Rho GDP-dissociation inhibitor activity","MF"
"4647","GO:0010616",0.0260686004290269,0.997166459958618,4,6,"negative regulation of cardiac muscle adaptation","BP"
"19221","GO:1903243",0.0260686004290269,0.997166459958618,4,6,"negative regulation of cardiac muscle hypertrophy in response to stress","BP"
"6956","GO:0030139",0.0260940062799939,0.981371611020802,76,251,"endocytic vesicle","CC"
"5964","GO:0017022",0.0260993599697412,0.98672020755817,22,60,"myosin binding","MF"
"3177","GO:0006661",0.0261381606213572,0.984234889038908,36,110,"phosphatidylinositol biosynthetic process","BP"
"13273","GO:0051287",0.0261383319446729,0.987374222120611,20,50,"NAD binding","MF"
"781","GO:0002043",0.0261398031698845,0.992061440878444,9,19,"blood vessel endothelial cell proliferation involved in sprouting angiogenesis","BP"
"12759","GO:0048861",0.0261758800622513,0.997150849125526,4,6,"leukemia inhibitory factor signaling pathway","BP"
"763","GO:0002024",0.0261782617898076,0.995998875674597,5,8,"diet induced thermogenesis","BP"
"21006","GO:2000272",0.0262291015529863,0.988909728680635,15,36,"negative regulation of signaling receptor activity","BP"
"9043","GO:0034433",0.0262877551096294,0.99497909214769,6,10,"steroid esterification","BP"
"9044","GO:0034434",0.0262877551096294,0.99497909214769,6,10,"sterol esterification","BP"
"9045","GO:0034435",0.0262877551096294,0.99497909214769,6,10,"cholesterol esterification","BP"
"9439","GO:0035455",0.0263119488080642,0.992809108925542,8,16,"response to interferon-alpha","BP"
"8270","GO:0032635",0.0263120105045846,0.984742862321721,32,92,"interleukin-6 production","BP"
"7577","GO:0031399",0.0263211162738869,0.977230137357724,409,1525,"regulation of protein modification process","BP"
"11405","GO:0045110",0.0263841128745657,0.99712048186795,4,6,"intermediate filament bundle assembly","BP"
"16298","GO:0072542",0.0264320530719378,0.993737864181929,7,13,"protein phosphatase activator activity","MF"
"10458","GO:0042612",0.0265388198930091,1,3,3,"MHC class I protein complex","CC"
"13102","GO:0051017",0.0265502305709399,0.983157613413597,43,137,"actin filament bundle assembly","BP"
"13215","GO:0051180",0.0265779879133194,0.990022951814478,12,28,"vitamin transport","BP"
"7731","GO:0031672",0.0265804577682349,0.990459734005967,11,26,"A band","CC"
"12723","GO:0048787",0.026670028952982,0.990422124896887,11,26,"presynaptic active zone membrane","CC"
"3787","GO:0008201",0.0266800225132799,0.983896353371818,36,109,"heparin binding","MF"
"26","GO:0000052",0.0266830484286723,0.997076735012818,4,6,"citrulline metabolic process","BP"
"12935","GO:0050750",0.0267230448096977,0.991849464513185,9,19,"low-density lipoprotein particle receptor binding","MF"
"1380","GO:0003177",0.0267536128291637,0.991675060903064,9,20,"pulmonary valve development","BP"
"8127","GO:0032426",0.0267663440276234,0.993640243150623,7,13,"stereocilium tip","CC"
"17522","GO:0098992",0.0269827865752546,0.994418744212974,6,11,"neuronal dense core vesicle","CC"
"11930","GO:0046339",0.0269923125836442,0.991586383176783,9,20,"diacylglycerol metabolic process","BP"
"7206","GO:0030613",0.0270278864254013,1,3,3,"oxidoreductase activity, acting on phosphorus or arsenic in donors","MF"
"7207","GO:0030614",0.0270278864254013,1,3,3,"oxidoreductase activity, acting on phosphorus or arsenic in donors, disulfide as acceptor","MF"
"4860","GO:0010915",0.0270616787888458,1,3,3,"regulation of very-low-density lipoprotein particle clearance","BP"
"4861","GO:0010916",0.0270616787888458,1,3,3,"negative regulation of very-low-density lipoprotein particle clearance","BP"
"19120","GO:1903035",0.0270923986787723,0.985672493211462,24,67,"negative regulation of response to wounding","BP"
"17818","GO:0102991",0.0272326479512658,0.993848616621131,7,12,"myristoyl-CoA hydrolase activity","MF"
"5395","GO:0015867",0.0272462427884825,0.990428457301683,11,24,"ATP transport","BP"
"12974","GO:0050808",0.0273113741296447,0.979199239216371,110,399,"synapse organization","BP"
"17699","GO:0099590",0.0273544719269923,0.990251990383506,11,25,"neurotransmitter receptor internalization","BP"
"5600","GO:0016289",0.0273641704950095,0.991225467044934,10,20,"CoA hydrolase activity","MF"
"2605","GO:0005777",0.0273677896602213,0.982841751137855,42,123,"peroxisome","CC"
"10435","GO:0042579",0.0273677896602213,0.982841751137855,42,123,"microbody","CC"
"16453","GO:0086011",0.0274540404694699,0.990851817879146,10,22,"membrane repolarization during action potential","BP"
"14488","GO:0061025",0.0274634984270294,0.98240819300505,45,138,"membrane fusion","BP"
"11809","GO:0046031",0.02747074942368,0.983258045561825,37,112,"ADP metabolic process","BP"
"5840","GO:0016776",0.0276553616273994,0.98781890465222,16,39,"phosphotransferase activity, phosphate group as acceptor","MF"
"19121","GO:1903036",0.02769400563844,0.986666887826274,19,50,"positive regulation of response to wounding","BP"
"2486","GO:0005549",0.0277043883999077,1,3,3,"odorant binding","MF"
"13311","GO:0051349",0.0277433734147848,0.991476268328681,9,19,"positive regulation of lyase activity","BP"
"7507","GO:0031281",0.0277865063371806,0.991460426625071,9,19,"positive regulation of cyclase activity","BP"
"3600","GO:0007422",0.0277910508654491,0.985650165622285,22,63,"peripheral nervous system development","BP"
"10697","GO:0043129",0.0279013494722642,0.995655540511293,5,8,"surfactant homeostasis","BP"
"3413","GO:0007035",0.0279540137579619,0.990815883361972,10,21,"vacuolar acidification","BP"
"16631","GO:0090183",0.0280234871787458,0.988309924691474,14,35,"regulation of kidney development","BP"
"21479","GO:2001238",0.0280305265545351,0.986852948303896,18,46,"positive regulation of extrinsic apoptotic signaling pathway","BP"
"4905","GO:0010975",0.0280679685671392,0.97810162423203,131,476,"regulation of neuron projection development","BP"
"5028","GO:0014821",0.0280788588769722,0.993254007867231,7,13,"phasic smooth muscle contraction","BP"
"15640","GO:0071333",0.0281936070974025,0.982920774760017,36,108,"cellular response to glucose stimulus","BP"
"2117","GO:0004784",0.0282196469826526,0.997841266368696,4,5,"superoxide dismutase activity","MF"
"5810","GO:0016721",0.0282196469826526,0.997841266368696,4,5,"oxidoreductase activity, acting on superoxide radicals as acceptor","MF"
"2755","GO:0006027",0.0282750434834355,0.986302682893805,19,51,"glycosaminoglycan catabolic process","BP"
"1175","GO:0002726",0.0283105962868896,0.993185332702922,7,13,"positive regulation of T cell cytokine production","BP"
"13274","GO:0051289",0.0283675591065429,0.986617588966204,18,47,"protein homotetramerization","BP"
"20285","GO:1905383",0.0283684584145838,0.994056705455397,6,11,"protein localization to presynapse","BP"
"713","GO:0001952",0.0284156743464142,0.983246085054378,32,100,"regulation of cell-matrix adhesion","BP"
"13271","GO:0051284",0.0284871427009386,0.99313291755733,7,13,"positive regulation of sequestering of calcium ion","BP"
"3058","GO:0006520",0.0285628719474657,0.978989236016279,90,285,"cellular amino acid metabolic process","BP"
"558","GO:0001726",0.0285740142533094,0.981005825101237,51,168,"ruffle","CC"
"2582","GO:0005750",0.0287359168198352,0.993426241867437,7,12,"mitochondrial respiratory chain complex III","CC"
"11494","GO:0045275",0.0287359168198352,0.993426241867437,7,12,"respiratory chain complex III","CC"
"9874","GO:0036295",0.0287430087350261,0.993056806759891,7,13,"cellular response to increased oxygen levels","BP"
"15752","GO:0071496",0.0288979894255298,0.978977055290436,82,273,"cellular response to external stimulus","BP"
"7840","GO:0031953",0.0288988217655836,0.993916819725482,6,11,"negative regulation of protein autophosphorylation","BP"
"12684","GO:0048699",0.0289178198317216,0.975175675001265,349,1339,"generation of neurons","BP"
"11058","GO:0043950",0.0289189467002433,0.993004371600625,7,13,"positive regulation of cAMP-mediated signaling","BP"
"12983","GO:0050820",0.0289968858938281,0.990240780263271,10,22,"positive regulation of coagulation","BP"
"10684","GO:0043112",0.0290393700645468,0.980568324012276,53,169,"receptor metabolic process","BP"
"8473","GO:0032959",0.029064428601528,0.996721949326219,4,6,"inositol trisphosphate biosynthetic process","BP"
"15929","GO:0071825",0.0291463625331406,0.987407118743691,15,37,"protein-lipid complex subunit organization","BP"
"10393","GO:0042487",0.0291513837939621,0.995402207102877,5,8,"regulation of odontogenesis of dentin-containing tooth","BP"
"4682","GO:0010663",0.0291513945319925,0.993849950235036,6,11,"positive regulation of striated muscle cell apoptotic process","BP"
"4685","GO:0010666",0.0291513945319925,0.993849950235036,6,11,"positive regulation of cardiac muscle cell apoptotic process","BP"
"9184","GO:0034707",0.0291519198256162,0.988250662176722,13,32,"chloride channel complex","CC"
"8123","GO:0032421",0.0291674939920123,0.986191545277485,18,47,"stereocilium bundle","CC"
"5678","GO:0016460",0.029286873061901,0.993814015182256,6,11,"myosin II complex","CC"
"20705","GO:1990535",0.0292887025143112,0.994865124329019,5,9,"neuron projection maintenance","BP"
"736","GO:0001976",0.0293037151051563,0.995371095719623,5,8,"nervous system process involved in regulation of systemic arterial blood pressure","BP"
"4538","GO:0010314",0.0293076247548255,0.99157959758679,8,17,"phosphatidylinositol-5-phosphate binding","MF"
"13838","GO:0055102",0.0293082199017912,0.993263917736834,7,12,"lipase inhibitor activity","MF"
"8212","GO:0032549",0.0293323282349939,0.978000657626928,100,328,"ribonucleoside binding","MF"
"2856","GO:0006198",0.0293539130734588,0.994850392471756,5,9,"cAMP catabolic process","BP"
"2074","GO:0004721",0.0293897016398063,0.980554246992257,50,160,"phosphoprotein phosphatase activity","MF"
"8791","GO:0033762",0.0294232031822436,0.989254914073083,11,26,"response to glucagon","BP"
"13953","GO:0060137",0.0294488734082506,0.995341401323085,5,8,"maternal process involved in parturition","BP"
"4677","GO:0010658",0.0294585000550382,0.988205290320451,13,31,"striated muscle cell apoptotic process","BP"
"9013","GO:0034381",0.0294796871462682,0.98682534045946,16,40,"plasma lipoprotein particle clearance","BP"
"7654","GO:0031526",0.0295263701657805,0.987068432780259,15,39,"brush border membrane","CC"
"11487","GO:0045259",0.0295430529685474,0.990022885639604,10,22,"proton-transporting ATP synthase complex","CC"
"4855","GO:0010907",0.0295521586839095,0.98797442688977,13,33,"positive regulation of glucose metabolic process","BP"
"5812","GO:0016723",0.0296096178576551,0.996639183526816,4,6,"oxidoreductase activity, oxidizing metal ions, NAD or NADP as acceptor","MF"
"665","GO:0001885",0.0296320785054372,0.985168689845239,20,56,"endothelial cell development","BP"
"6309","GO:0019372",0.0296668798082554,0.994152772258071,6,10,"lipoxygenase pathway","BP"
"14067","GO:0060315",0.0298330113077039,0.994111427582216,6,10,"negative regulation of ryanodine-sensitive calcium-release channel activity","BP"
"8482","GO:0032970",0.0298429782738982,0.977553767009076,99,346,"regulation of actin filament-based process","BP"
"3301","GO:0006862",0.0298972810331821,0.987592104647019,14,33,"nucleotide transport","BP"
"12208","GO:0046933",0.0299193777623586,0.990670618990994,9,19,"proton-transporting ATP synthase activity, rotational mechanism","MF"
"4332","GO:0009415",0.0299590852689483,0.993635030457068,6,11,"response to water","BP"
"21476","GO:2001235",0.0299673486568534,0.980160862483262,51,154,"positive regulation of apoptotic signaling pathway","BP"
"5038","GO:0014832",0.0299815848508845,0.996582391451267,4,6,"urinary bladder smooth muscle contraction","BP"
"5047","GO:0014848",0.0299815848508845,0.996582391451267,4,6,"urinary tract smooth muscle contraction","BP"
"1788","GO:0004300",0.0300099419154293,0.994067323037299,6,10,"enoyl-CoA hydratase activity","MF"
"15880","GO:0071702",0.0300242194355282,0.97332471591882,623,2338,"organic substance transport","BP"
"17468","GO:0098915",0.0300252423766354,0.993617354170969,6,11,"membrane repolarization during ventricular cardiac muscle cell action potential","BP"
"12401","GO:0048019",0.0300426576094578,0.992667567157154,7,13,"receptor antagonist activity","MF"
"17080","GO:0097386",0.0300814393775841,0.987725513121379,13,33,"glial cell projection","CC"
"8700","GO:0033549",0.0301608592195617,0.992631949768926,7,13,"MAP kinase phosphatase activity","MF"
"10457","GO:0042611",0.0302747501943607,0.997625516974135,4,5,"MHC protein complex","CC"
"10641","GO:0043027",0.0304848680205584,0.991404817949804,8,16,"cysteine-type endopeptidase inhibitor activity involved in apoptotic process","MF"
"8122","GO:0032420",0.030585439273941,0.985796138460092,17,44,"stereocilium","CC"
"16789","GO:0090482",0.0305866910554768,0.989604269045977,10,22,"vitamin transmembrane transporter activity","MF"
"15211","GO:0070472",0.0306533067962416,0.995093225646062,5,8,"regulation of uterine smooth muscle contraction","BP"
"19398","GO:1903580",0.030689714753441,0.986560922660352,15,38,"positive regulation of ATP metabolic process","BP"
"11986","GO:0046473",0.0307301310982711,0.986464839204605,15,39,"phosphatidic acid metabolic process","BP"
"3887","GO:0008374",0.0307564117337981,0.986527546531026,15,38,"O-acyltransferase activity","MF"
"21099","GO:2000401",0.030844912927921,0.986483241628738,15,38,"regulation of lymphocyte migration","BP"
"19606","GO:1903979",0.0309299399116979,0.996436421729109,4,6,"negative regulation of microglial cell activation","BP"
"16290","GO:0072531",0.030967628238731,0.995027938675862,5,8,"pyrimidine-containing compound transmembrane transport","BP"
"12479","GO:0048246",0.0310074158646958,0.987060814194408,14,33,"macrophage chemotaxis","BP"
"10773","GO:0043255",0.0310338669602807,0.982533725247168,27,81,"regulation of carbohydrate biosynthetic process","BP"
"15625","GO:0071312",0.0310886350994612,0.987910475663161,12,29,"cellular response to alkaloid","BP"
"16718","GO:0090303",0.0310934277388798,0.985927194662297,16,41,"positive regulation of wound healing","BP"
"7310","GO:0030890",0.0311732240218124,0.987989809823925,12,28,"positive regulation of B cell proliferation","BP"
"16742","GO:0090330",0.0311989730438698,0.990917040235735,8,17,"regulation of platelet aggregation","BP"
"9706","GO:0035914",0.0313404163860262,0.984255074768794,20,55,"skeletal muscle cell differentiation","BP"
"2262","GO:0005024",0.0313602162424726,0.992898690859729,6,12,"transforming growth factor beta-activated receptor activity","MF"
"1274","GO:0002921",0.0314111411964253,0.994935455403594,5,8,"negative regulation of humoral immune response","BP"
"1037","GO:0002483",0.031430537882434,0.994931401087842,5,8,"antigen processing and presentation of endogenous peptide antigen","BP"
"6470","GO:0019885",0.031430537882434,0.994931401087842,5,8,"antigen processing and presentation of endogenous peptide antigen via MHC class I","BP"
"11795","GO:0045989",0.0314457629614397,0.992242485839391,7,13,"positive regulation of striated muscle contraction","BP"
"12013","GO:0046519",0.0314518554972082,0.990095536080101,9,19,"sphingoid metabolic process","BP"
"12643","GO:0048642",0.0315049948800639,0.993219161275187,6,11,"negative regulation of skeletal muscle tissue development","BP"
"3313","GO:0006879",0.0315249915353454,0.984252008425802,20,53,"cellular iron ion homeostasis","BP"
"1061","GO:0002532",0.0315492694268573,0.984913367570006,18,47,"production of molecular mediator involved in inflammatory response","BP"
"5811","GO:0016722",0.0316337225596625,0.99318426855142,6,11,"oxidoreductase activity, oxidizing metal ions","MF"
"5991","GO:0017080",0.0318055257637662,0.987112162036658,13,31,"sodium channel regulator activity","MF"
"11392","GO:0045071",0.0318328163533916,0.985987330297945,15,38,"negative regulation of viral genome replication","BP"
"4812","GO:0010857",0.0318462481447692,0.98893140229551,10,23,"calcium-dependent protein kinase activity","MF"
"9601","GO:0035723",0.0318467707539335,0.994279698401462,5,9,"interleukin-15-mediated signaling pathway","BP"
"15649","GO:0071350",0.0318467707539335,0.994279698401462,5,9,"cellular response to interleukin-15","BP"
"1159","GO:0002707",0.0318497518002306,0.989279847295039,10,21,"negative regulation of lymphocyte mediated immunity","BP"
"3669","GO:0007622",0.0318635946592442,0.985971840511049,15,38,"rhythmic behavior","BP"
"15574","GO:0071219",0.0319158481007192,0.979780912971055,41,125,"cellular response to molecule of bacterial origin","BP"
"15694","GO:0071415",0.0319519184193726,0.992730112443013,6,12,"cellular response to purine-containing compound","BP"
"10227","GO:0042136",0.0321773449684309,0.993036474660842,6,11,"neurotransmitter biosynthetic process","BP"
"18219","GO:1900121",0.0322235679325519,0.993023875373259,6,11,"negative regulation of receptor binding","BP"
"8390","GO:0032814",0.0322595106699664,0.989789973821511,9,19,"regulation of natural killer cell activation","BP"
"2677","GO:0005891",0.0323013199324563,0.986582616420994,13,34,"voltage-gated calcium channel complex","CC"
"9007","GO:0034374",0.0323470122077893,0.99473892561031,5,8,"low-density lipoprotein particle remodeling","BP"
"7188","GO:0030551",0.0323480210204447,0.987227243253105,12,30,"cyclic nucleotide binding","MF"
"10742","GO:0043203",0.0323499994056575,0.994738295338538,5,8,"axon hillock","CC"
"9951","GO:0036473",0.0323824007169456,0.981816337317321,27,77,"cell death in response to oxidative stress","BP"
"12219","GO:0046951",0.0323980678768589,0.994728150740461,5,8,"ketone body biosynthetic process","BP"
"11976","GO:0046461",0.0324831750734037,0.986793893419711,13,31,"neutral lipid catabolic process","BP"
"11979","GO:0046464",0.0324831750734037,0.986793893419711,13,31,"acylglycerol catabolic process","BP"
"1211","GO:0002823",0.0326812259106176,0.987989843965943,11,25,"negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","BP"
"12887","GO:0050660",0.0326910104407831,0.98188006377771,26,73,"flavin adenine dinucleotide binding","MF"
"7882","GO:0032024",0.0327203059088328,0.983214781664295,21,57,"positive regulation of insulin secretion","BP"
"7470","GO:0031210",0.0327634933019646,0.989394054559946,9,20,"phosphatidylcholine binding","MF"
"13086","GO:0050997",0.0327634933019646,0.989394054559946,9,20,"quaternary ammonium group binding","MF"
"17535","GO:0099024",0.0327852459560568,0.983824871697825,19,51,"plasma membrane invagination","BP"
"4020","GO:0008611",0.0329529530763217,0.992824388765225,6,11,"ether lipid biosynthetic process","BP"
"12008","GO:0046504",0.0329529530763217,0.992824388765225,6,11,"glycerol ether biosynthetic process","BP"
"17079","GO:0097384",0.0329529530763217,0.992824388765225,6,11,"cellular lipid biosynthetic process","BP"
"19950","GO:1904714",0.0330362040823123,0.994593015975894,5,8,"regulation of chaperone-mediated autophagy","BP"
"12320","GO:0047484",0.0331169000315337,0.992779375932149,6,11,"regulation of response to osmotic stress","BP"
"16896","GO:0097035",0.0331536360596683,0.984650643896205,16,44,"regulation of membrane lipid distribution","BP"
"19043","GO:1902903",0.0332239087639474,0.975038790162723,95,329,"regulation of supramolecular fiber organization","BP"
"1357","GO:0003148",0.0332433853482866,0.98902695275754,9,21,"outflow tract septum morphogenesis","BP"
"18383","GO:1901071",0.0333360774090319,0.988487711343981,10,22,"glucosamine-containing compound metabolic process","BP"
"690","GO:0001921",0.0333507807049494,0.991310098444986,7,14,"positive regulation of receptor recycling","BP"
"19944","GO:1904706",0.0333823168531224,0.990402587763183,8,16,"negative regulation of vascular associated smooth muscle cell proliferation","BP"
"18810","GO:1902259",0.0334052779687822,0.991292576988834,7,14,"regulation of delayed rectifier potassium channel activity","BP"
"10310","GO:0042326",0.0334108543832175,0.974228738401188,115,396,"negative regulation of phosphorylation","BP"
"5154","GO:0015166",0.0334478590219934,0.996040845987613,4,6,"polyol transmembrane transporter activity","MF"
"1173","GO:0002724",0.0334963777583579,0.989318788349351,9,19,"regulation of T cell cytokine production","BP"
"11933","GO:0046348",0.0335014937075388,0.993182056302837,6,10,"amino sugar catabolic process","BP"
"18298","GO:1900272",0.0335493018680283,0.992660353910922,6,11,"negative regulation of long-term synaptic potentiation","BP"
"15678","GO:0071389",0.0335874039326556,0.996018588383952,4,6,"cellular response to mineralocorticoid stimulus","BP"
"2050","GO:0004687",0.0336305211860849,0.997838239153532,3,4,"myosin light chain kinase activity","MF"
"16450","GO:0086008",0.0336431092596191,0.99263447492259,6,11,"voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization","MF"
"2382","GO:0005262",0.0337088486993535,0.980146339326378,30,95,"calcium channel activity","MF"
"16729","GO:0090314",0.0337258003744595,0.986836206342998,12,28,"positive regulation of protein targeting to membrane","BP"
"8061","GO:0032350",0.0338081912440724,0.987353465472984,11,26,"regulation of hormone metabolic process","BP"
"7596","GO:0031424",0.0338128579190909,0.985495544858016,14,35,"keratinization","BP"
"16641","GO:0090193",0.0338414891541171,0.995977972524612,4,6,"positive regulation of glomerulus development","BP"
"11272","GO:0044650",0.0338809391271452,0.99441282729605,5,8,"adhesion of symbiont to host cell","BP"
"15085","GO:0070254",0.0339269247973445,0.994402975908278,5,8,"mucus secretion","BP"
"4429","GO:0009881",0.0339976757421475,0.994387810639309,5,8,"photoreceptor activity","MF"
"1473","GO:0003333",0.0340352810893519,0.981223628888991,25,72,"amino acid transmembrane transport","BP"
"8964","GO:0034308",0.0341026942319645,0.981597126190771,24,65,"primary alcohol metabolic process","BP"
"7378","GO:0031032",0.0341300730082368,0.977098278550684,50,167,"actomyosin structure organization","BP"
"840","GO:0002139",0.0342062767773921,0.995919460759439,4,6,"stereocilia coupling link","CC"
"12336","GO:0047617",0.0342704776551427,0.989271462545416,9,18,"acyl-CoA hydrolase activity","MF"
"13808","GO:0055064",0.0342953340207253,0.99370527810442,5,9,"chloride ion homeostasis","BP"
"5835","GO:0016769",0.0343098387384735,0.989006802691573,9,19,"transferase activity, transferring nitrogenous groups","MF"
"3204","GO:0006692",0.0343364204408599,0.985448877917472,14,33,"prostanoid metabolic process","BP"
"3205","GO:0006693",0.0343364204408599,0.985448877917472,14,33,"prostaglandin metabolic process","BP"
"3097","GO:0006560",0.034440567516773,0.994292645057554,5,8,"proline metabolic process","BP"
"15720","GO:0071455",0.034694344464491,0.995840808143007,4,6,"cellular response to hyperoxia","BP"
"16342","GO:0072659",0.0347096314786869,0.974839694030992,75,253,"protein localization to plasma membrane","BP"
