ENTREZID	ENSEMBL	SYMBOL	SRR1554534	SRR1554535	SRR1554568	SRR1554561	SRR1554567	SRR1554536	SRR1554541	SRR1554539	SRR1554538	SRR1554537
84790	ENSG00000167553	TUBA1C	20827	27994	70025	29684	131953	2887	220912	22632	165781	118257
84791	ENSG00000153363	LINC00467	72	193	101	51	166	64	52	90	117	55
84792	ENSG00000178397	FAM220A	3040	4930	5956	3842	9656	527	10374	4162	7385	7238
84793	ENSG00000237424	FOXD2-AS1	32	22	61	19	95	86	77	37	41	18
84795	ENSG00000119943	PYROXD2	449	487	1812	476	1124	329	463	286	1551	591
84796	NA	NA	92	220	44	153	124	30	148	135	63	89
84798	ENSG00000167747	C19orf48	796	962	2517	772	2788	290	2506	600	3460	3548
8480	ENSG00000101146	RAE1	1588	2675	5381	2781	8404	470	8560	2301	7926	7058
84803	ENSG00000138678	GPAT3	341	631	6	420	8	38	12	589	0	0
84804	ENSG00000135953	MFSD9	339	171	2445	676	2431	73	2700	567	2893	3346
84807	ENSG00000167604	NFKBID	238	225	353	483	439	113	382	246	333	393
84808	ENSG00000187642	PERM1	9	69	12	19	81	25	120	24	16	25
84809	ENSG00000215908	CROCCP2	3925	4400	12642	8744	8828	1397	12985	2420	10356	9000
8481	ENSG00000046651	OFD1	1439	2955	7973	1434	7915	751	5565	1640	8021	6475
84811	ENSG00000137656	BUD13	1281	1453	3811	1504	5068	368	3809	1101	4487	4282
84812	ENSG00000115556	PLCD4	511	833	791	524	1092	356	564	521	788	720
84814	ENSG00000160539	PLPP7	2564	2926	328	4324	1205	683	1200	2472	696	743
84815	ENSG00000266709	MGC12916	58	23	52	49	283	0	102	40	100	41
84816	ENSG00000130347	RTN4IP1	642	1180	907	818	1166	154	1452	1036	1158	888
84817	ENSG00000129235	TXNDC17	393	1114	1735	647	2370	540	3032	1140	2605	2065
84818	ENSG00000163702	IL17RC	1356	1854	1070	1967	1081	1293	511	1067	1357	959
8482	ENSG00000138623	SEMA7A	10648	10846	9659	15072	9176	900	19034	12410	10489	31370
8482	ENSG00000288455	SEMA7A	10648	10846	9659	15072	9176	900	19034	12410	10489	31370
84820	ENSG00000214783	POLR2J4	1357	1234	2526	1210	3068	380	2309	839	2552	2455
84823	ENSG00000176619	LMNB2	4831	4382	33168	7262	27216	1142	21017	3687	29256	28774
84824	ENSG00000132185	FCRLA	38	16	0	10	4	22	14	6	4	0
84826	ENSG00000173349	SFT2D3	353	605	2190	448	3037	201	2634	515	2570	2183
8483	ENSG00000138615	CILP	48	35	502	73	597	24	391	55	510	448
84830	ENSG00000111863	ADTRP	348	747	126	399	314	12	326	629	178	531
84832	ENSG00000214262	ANKRD36BP1	41	158	1460	48	1957	109	2763	172	2522	1555
84833	ENSG00000173915	ATP5MD	3399	7230	2536	4013	4730	1943	6559	5151	4403	3230
84836	ENSG00000114779	ABHD14B	1106	1316	895	1247	1208	830	1087	922	795	917
84837	NA	ARHGAP5-AS1	601	787	460	550	899	738	920	458	913	563
84838	ENSG00000162714	ZNF496	1821	1559	7161	3413	6421	368	7030	1816	8541	7187
84839	ENSG00000173976	RAX2	8	10	0	19	4	0	5	4	2	4
8484	ENSG00000128310	GALR3	4	20	0	19	3	0	11	35	8	0
84842	ENSG00000186603	HPDL	268	195	282	162	461	102	367	108	277	327
84843	NA	NA	55	58	308	43	323	13	410	62	495	250
84844	ENSG00000100410	PHF5A	948	1449	2682	1161	3443	503	3482	887	3628	3062
84848	NA	MIR503HG	9	12	29	19	43	27	25	13	4	9
84849	NA	NA	84	163	414	182	577	16	471	109	515	340
84850	ENSG00000237009	GLIS3-AS1	2	6	16	0	11	0	0	6	11	0
84851	ENSG00000183718	TRIM52	1157	1478	4678	2485	5408	270	4948	1623	5821	4942
84852	ENSG00000203865	ATP1A1-AS1	88	125	245	143	272	88	228	80	407	254
84856	ENSG00000185904	LINC00839	983	866	65	726	180	294	270	843	263	322
84858	ENSG00000165655	ZNF503	2013	1825	484	2722	777	236	1669	1395	454	873
84859	ENSG00000186001	LRCH3	667	607	3391	906	3488	223	4095	896	5040	3628
84861	ENSG00000099910	KLHL22	4070	4773	6882	5804	8909	1172	10669	4046	8848	7869
84864	ENSG00000170854	RIOX2	1554	2267	506	2302	1684	401	2444	2190	1650	814
84865	ENSG00000135637	CCDC142	575	616	2911	969	3771	114	3175	654	4041	3424
84866	ENSG00000149582	TMEM25	7213	9935	9697	14532	11650	1561	10887	8510	10652	10620
84867	ENSG00000110786	PTPN5	22362	18614	13773	36116	22091	1809	27626	20562	19392	14647
84868	ENSG00000135077	HAVCR2	160	341	350	143	313	44	253	188	363	292
84869	ENSG00000145439	CBR4	1875	5147	6272	2425	8250	1268	7289	3668	6639	5365
8487	ENSG00000092208	GEMIN2	483	788	1605	483	2253	263	2518	728	1967	1692
84870	ENSG00000146374	RSPO3	431	628	260	364	11808	4	18395	551	12665	12128
84871	ENSG00000186094	AGBL4	1245	1750	281	2299	457	80	669	2349	363	243
84872	ENSG00000135482	ZC3H10	653	790	1795	848	2180	233	2009	513	2351	1824
84873	ENSG00000144820	ADGRG7	0	0	0	0	0	0	0	0	0	0
84874	ENSG00000144026	ZNF514	1186	1950	7954	2434	5668	335	7424	2827	8701	11810
84875	ENSG00000178685	PARP10	1446	2177	675	2588	1821	1349	1716	1158	1303	1319
84876	ENSG00000276045	ORAI1	402	388	547	235	534	418	571	292	633	746
84878	ENSG00000119574	ZBTB45	3650	3188	3055	5080	3848	754	4332	2665	3598	3176
84879	ENSG00000168389	MFSD2A	1670	1790	1910	2567	2330	1454	2648	1412	3042	2258
84881	ENSG00000165526	RPUSD4	2379	2837	5632	3342	7338	553	7598	3339	7163	7011
84883	ENSG00000042286	AIFM2	1078	1716	632	2144	1557	799	1380	1107	1118	1039
84885	ENSG00000160446	ZDHHC12	264	398	166	256	273	173	450	232	328	207
84886	ENSG00000119280	C1orf198	6484	12893	8208	6279	15851	5444	15495	5619	15858	14230
84888	ENSG00000138600	SPPL2A	280	961	2475	494	2984	429	2875	844	3611	2994
84889	ENSG00000165349	SLC7A3	142	230	1079	166	826	16	312	138	788	634
84890	ENSG00000181915	ADO	4516	7507	7491	8103	12166	965	14849	8208	10409	7652
84891	ENSG00000130182	ZSCAN10	4	5	2	13	15	0	8	1	7	25
84892	ENSG00000144647	POMGNT2	7083	7401	3515	10298	6083	1280	5398	6245	4986	4841
84893	ENSG00000134452	FBH1	4651	5564	9403	6507	9656	1555	9307	5207	10300	8543
84894	ENSG00000169783	LINGO1	37832	30442	35462	58871	35915	3459	48572	34994	33232	33505
84895	ENSG00000148343	MIGA2	6015	5378	4335	8434	5496	1282	4573	4655	4894	4350
84896	ENSG00000138138	ATAD1	4545	8403	11951	6874	16479	1883	20872	9272	14909	12295
84896	ENSG00000283024	ATAD1	4545	8403	11951	6874	16479	1883	20872	9272	14909	12295
84897	ENSG00000154144	TBRG1	12458	16873	10168	17749	15616	2413	21912	20667	13158	13193
84898	ENSG00000120594	PLXDC2	441	606	2464	572	1221	119	1536	753	1316	960
84899	ENSG00000125247	TMTC4	2965	5781	10715	2915	12432	957	9951	3830	10857	10972
8490	ENSG00000143248	RGS5	13501	28417	3192	16631	4678	43042	7588	28921	4410	2144
8490	ENSG00000232995	RGS5	13501	28417	3192	16631	4678	43042	7588	28921	4410	2144
84900	ENSG00000135119	RNFT2	2850	3511	4962	4098	5233	514	5442	3178	4798	3990
84901	ENSG00000176953	NFATC2IP	3104	3514	12591	3986	13472	881	12557	3519	12831	9760
84902	ENSG00000121289	CEP89	605	560	6266	756	5612	153	6448	651	6373	5522
84904	ENSG00000137135	ARHGEF39	94	116	1123	86	964	107	439	65	757	773
84905	ENSG00000131061	ZNF341	1401	1232	1957	1973	2177	267	2633	1074	2270	3374
84908	ENSG00000035141	FAM136A	1766	2533	4263	2172	6458	529	6327	2111	6378	4287
84909	ENSG00000148120	AOPEP	1354	2287	688	1697	814	524	966	2078	987	883
8491	ENSG00000011566	MAP4K3	2573	6327	13384	3703	16719	1208	18972	6864	15890	11219
84910	ENSG00000153214	TMEM87B	1032	2312	1900	1574	2626	441	3366	2360	2440	2486
84911	ENSG00000161298	ZNF382	585	1515	6251	969	6064	176	8758	1722	7089	5757
84912	ENSG00000205060	SLC35B4	4319	7214	6742	7157	11898	975	16966	9986	12573	11217
84913	ENSG00000168874	ATOH8	618	601	618	757	537	535	284	269	304	201
84914	ENSG00000198466	ZNF587	1871	2556	15174	2322	14033	634	13083	3139	14756	14358
84915	ENSG00000139438	FAM222A	2460	3953	532	2762	2246	473	979	1790	1593	486
84916	ENSG00000141076	UTP4	2858	4441	5665	3678	7466	718	7062	4094	6601	5464
84916	ENSG00000262788	UTP4	2858	4441	5665	3678	7466	718	7062	4094	6601	5464
84918	ENSG00000120256	LRP11	7984	14422	5535	13723	8011	1401	10007	14190	6817	5524
84919	ENSG00000158615	PPP1R15B	3075	5122	11912	4747	14715	1591	17936	5010	16382	13594
8492	ENSG00000164099	PRSS12	678	379	4735	1076	16615	127	16021	877	13551	14536
84920	ENSG00000139133	ALG10	58	110	780	100	900	16	1301	172	1286	937
84922	ENSG00000179943	FIZ1	2561	2668	3140	3699	3174	616	2687	1895	3277	3001
84923	ENSG00000133193	FAM104A	2109	3652	5114	2653	8170	1216	7617	3462	7532	6441
84924	ENSG00000186017	ZNF566	672	1832	6933	951	8742	457	9343	1465	7985	6610
84925	ENSG00000138463	SLC49A4	805	1706	1482	1084	2041	924	2738	1474	2497	1940
84926	ENSG00000167778	SPRYD3	43825	43884	4878	62311	10753	5600	19239	38843	10010	9541
84928	ENSG00000146842	TMEM209	884	1781	2490	1028	3361	538	2953	1252	2643	3124
84929	ENSG00000130720	FIBCD1	221	536	57	386	930	31	469	281	902	377
8493	ENSG00000170836	PPM1D	736	1282	5451	1084	5461	244	4260	974	5418	4586
84930	ENSG00000120539	MASTL	548	1153	3894	880	2638	262	2142	1522	3204	2674
84931	ENSG00000280409	LINC01101	0	0	18	0	8	0	0	0	10	0
84932	ENSG00000129472	RAB2B	2328	5137	9482	3589	12726	991	12574	3589	12517	8881
84933	ENSG00000189376	C8orf76	679	1505	2022	1253	2987	415	2837	1269	2963	2201
84934	ENSG00000139405	RITA1	3847	3722	1581	6336	2445	862	2819	3686	2336	2040
84935	ENSG00000102802	MEDAG	195	82	22	101	182	116	102	238	54	51
84936	ENSG00000166140	ZFYVE19	2195	2626	2753	2914	3773	643	4408	2062	3630	3209
84937	ENSG00000186187	ZNRF1	5266	5336	22550	7186	29978	946	35820	5075	26589	21590
84938	ENSG00000125703	ATG4C	1084	3278	1329	1491	2118	646	2379	2103	2160	1604
84939	ENSG00000160953	PWWP3A	16431	14580	14774	27746	23034	3990	23863	13462	20924	21994
84940	ENSG00000167549	CORO6	7728	9815	617	12138	446	1529	178	7522	135	153
84941	ENSG00000196684	HSH2D	14	8	22	37	44	106	13	31	29	18
84942	ENSG00000177082	WDR73	1154	1700	6112	1684	7103	555	7003	1663	7007	6422
84944	ENSG00000143194	MAEL	369	687	64	204	100	39	107	518	67	81
84945	ENSG00000139826	ABHD13	1162	2815	3062	1833	4860	539	5822	3446	4732	4368
84946	ENSG00000135521	LTV1	1574	3065	4894	1734	6093	458	5562	2222	4876	4425
84947	ENSG00000122335	SERAC1	1053	2829	2568	1684	3213	250	4130	2589	3656	3989
84948	ENSG00000179886	TIGD5	778	825	1901	1336	2118	213	1864	665	2093	2269
84948	ENSG00000278016	TIGD5	778	825	1901	1336	2118	213	1864	665	2093	2269
8495	ENSG00000166387	PPFIBP2	1130	2390	1109	1454	2957	787	1582	1157	2529	1827
84950	ENSG00000134748	PRPF38A	3146	4022	10458	3500	14226	1850	12386	2907	15286	10815
84951	ENSG00000131746	TNS4	1	2	0	2	4	0	1	0	0	1
84952	ENSG00000128849	CGNL1	4287	4184	2501	4013	3910	3504	6174	2837	4857	2229
84953	ENSG00000133816	MICALCL	16	8	24	28	62	8	44	38	65	58
84954	ENSG00000008382	MPND	2729	2953	3244	4139	4351	897	4757	2823	4137	3869
84955	ENSG00000120526	NUDCD1	754	1996	4066	1335	5226	307	6397	2076	5454	4733
84957	ENSG00000054967	RELT	1466	1706	1446	1748	1197	270	985	1104	1258	1178
84958	ENSG00000142765	SYTL1	92	74	17	164	50	71	17	82	22	14
84959	ENSG00000154127	UBASH3B	1350	2195	3272	2035	6756	204	10056	3107	6877	3206
8496	ENSG00000110841	PPFIBP1	5980	9704	3045	10601	8524	2443	35799	14364	12090	15500
84960	ENSG00000213213	CCDC183	410	404	1193	540	616	107	628	384	685	732
84961	ENSG00000108306	FBXL20	4966	6798	11839	6964	16057	1324	19170	7993	18027	13940
84962	ENSG00000129474	AJUBA	223	240	4104	176	1170	436	626	163	1977	1075
84964	ENSG00000239382	ALKBH6	2354	2902	813	3198	1074	438	979	2318	945	785
84966	ENSG00000117154	IGSF21	12406	11424	5623	16312	12476	1451	20858	9230	9858	20543
84967	ENSG00000181817	LSM10	2225	2479	1391	3171	1597	910	2702	1950	1979	1737
84968	ENSG00000235961	PNMA6A	391	357	103	601	249	31	139	330	140	139
84969	ENSG00000124191	TOX2	3409	3436	396	4414	1183	329	643	2414	818	548
8497	ENSG00000143847	PPFIA4	15983	16174	11076	30523	11335	2849	15280	17984	8774	8826
84970	ENSG00000142698	C1orf94	43	34	231	56	160	0	113	17	144	114
84971	ENSG00000130734	ATG4D	2310	2284	1857	3278	2141	444	1819	1885	2086	1781
84973	ENSG00000233016	SNHG7	1451	1803	3010	1932	3039	718	3364	1123	3488	4235
84975	ENSG00000182544	MFSD5	1560	2499	1669	2344	2934	695	3700	1671	2489	2096
84976	ENSG00000154309	DISP1	450	519	2148	400	2646	261	3014	366	2587	2486
84978	ENSG00000171877	FRMD5	1655	1721	2599	2190	2889	243	3227	1691	4003	3436
8498	ENSG00000031823	RANBP3	8366	8063	12807	11527	15460	2169	13870	6564	13402	11965
84981	ENSG00000186594	MIR22HG	1504	1835	452	1967	1358	551	1031	1873	626	569
84981	ENSG00000282800	MIR22HG	1504	1835	452	1967	1358	551	1031	1873	626	569
84983	ENSG00000255650	FAM222A-AS1	85	54	10	70	37	63	13	39	12	7
84984	ENSG00000174007	CEP19	944	1165	1623	1708	2238	169	3300	1460	1516	1830
84985	ENSG00000147689	FAM83A	4	1	9	4	4	0	0	0	6	13
84986	ENSG00000213390	ARHGAP19	663	1242	3990	608	3418	807	1754	741	4211	3418
84987	ENSG00000178449	COX14	1481	3249	612	1737	1009	1090	1308	2182	1292	1026
84988	ENSG00000160972	PPP1R16A	4741	4199	5391	7153	6140	1998	4853	3225	4741	6306
84989	ENSG00000272767	JMJD1C-AS1	29	8	65	32	78	20	347	19	127	143
8499	ENSG00000139220	PPFIA2	8477	9766	16315	16123	28226	860	43781	17907	33092	21005
84991	ENSG00000134453	RBM17	5146	8052	15101	6050	17984	4219	14216	6329	16172	12477
84992	ENSG00000255072	PIGY	2899	8256	6577	3963	9771	2842	11393	5130	9010	7955
84993	ENSG00000138629	UBL7	5969	8293	4136	8684	5822	1668	6297	6709	5405	5564
84993	ENSG00000288408	UBL7	5969	8293	4136	8684	5822	1668	6297	6709	5405	5564
84996	ENSG00000256073	URB1-AS1	414	343	96	546	207	226	202	445	157	178
8500	ENSG00000131626	PPFIA1	4994	6530	10051	6462	12134	2735	11213	5223	12089	9533
8500	ENSG00000288198	PPFIA1	4994	6530	10051	6462	12134	2735	11213	5223	12089	9533
85001	ENSG00000246731	MGC16275	1086	1394	311	849	559	734	522	564	887	653
85002	ENSG00000186523	FAM86B1	53	111	82	107	173	17	402	33	177	125
85002	ENSG00000285397	FAM86B1	53	111	82	107	173	17	402	33	177	125
85004	ENSG00000134533	RERG	1042	2019	29	1383	375	2199	342	899	223	51
85007	ENSG00000175309	PHYKPL	1161	1282	3352	1693	3001	844	1755	946	3409	1605
85009	NA	MGC16025	46	68	4	13	18	34	20	61	22	20
8501	ENSG00000149150	SLC43A1	294	447	276	574	298	145	385	426	492	350
85012	ENSG00000196507	TCEAL3	6502	8245	4269	7097	6691	3007	5990	5423	4765	4440
85013	ENSG00000132406	TMEM128	761	2009	2160	820	2682	738	2788	1402	2672	2732
85014	ENSG00000244187	TMEM141	2931	3706	872	3330	1088	1159	1548	2497	1454	1192
85015	ENSG00000123552	USP45	626	1812	960	1014	794	350	1149	1680	828	482
85016	ENSG00000137691	CFAP300	3	49	302	15	272	30	100	67	312	265
85019	ENSG00000134490	TMEM241	1012	1459	2133	1819	1827	109	3118	1668	2149	1606
8502	ENSG00000144283	PKP4	21879	31260	13335	30792	23005	7586	29089	24061	21769	22009
85021	ENSG00000135597	REPS1	4428	7268	11189	5750	15232	1984	13438	6659	13173	9973
85025	ENSG00000135211	TMEM60	450	945	1025	575	1230	300	1453	761	1429	1259
85026	ENSG00000203993	ARRDC1-AS1	1484	1589	2447	1796	3151	613	2594	910	2460	2949
85027	ENSG00000256235	SMIM3	373	871	338	881	321	1203	304	512	353	239
85028	ENSG00000197989	SNHG12	281	451	2259	382	2388	276	2137	378	1980	2238
8503	ENSG00000117461	PIK3R3	3772	4708	25148	4810	22031	1045	16229	5316	22789	16719
8504	ENSG00000034693	PEX3	946	2427	2039	1257	3712	599	3739	1788	3009	2912
8505	ENSG00000227345	PARG	1031	2416	3079	1845	4229	243	4102	1981	3589	3087
8506	ENSG00000108797	CNTNAP1	47966	42322	978	68821	2635	2888	5743	48134	3361	3066
8507	ENSG00000171617	ENC1	92620	155547	288459	187567	377820	6416	657434	266744	457777	237426
8508	ENSG00000184117	NIPSNAP1	9516	11350	22592	13916	32129	1693	30054	10152	25657	18726
8509	ENSG00000166507	NDST2	3635	4252	6451	5815	8312	896	8265	3898	8468	7515
8509	ENSG00000272916	NDST2	3635	4252	6451	5815	8312	896	8265	3898	8468	7515
8510	ENSG00000189409	MMP23B	8	8	2	7	2	1	4	0	3	3
8511	ENSG00000215914	MMP23A	1	0	1	7	9	1	23	2	4	13
8512	ENSG00000242600	MBL1P	23	18	46	10	54	12	89	22	34	56
8513	ENSG00000182333	LIPF	0	0	9	0	4	0	4	0	4	7
8514	ENSG00000069424	KCNAB2	58218	53563	2772	98628	5269	4729	4931	59050	3201	4069
8515	ENSG00000143127	ITGA10	416	494	479	702	709	708	1240	583	781	511
8516	ENSG00000077943	ITGA8	257	194	452	399	389	271	914	438	396	127
8517	ENSG00000269335	IKBKG	765	704	671	1046	744	69	842	523	764	664
8518	ENSG00000070061	ELP1	5816	8146	17251	12900	22788	1477	28400	11149	24122	20408
8519	ENSG00000185885	IFITM1	1193	1362	414	795	851	3714	1090	1058	595	251
8520	ENSG00000128708	HAT1	1043	2385	3811	1107	3984	1088	2449	1572	3654	2958
8521	ENSG00000137270	GCM1	4	0	4	0	2	0	4	0	4	10
8522	ENSG00000007237	GAS7	80953	74768	50400	147657	55660	6438	115043	114861	56207	86706
85235	ENSG00000274997	H2AC12	2	1	13	1	9	0	6	0	15	23
85236	ENSG00000197903	H2BC12	202	456	419	225	330	73	423	310	360	213
8525	ENSG00000149091	DGKZ	39217	33418	6371	66348	8609	7014	8727	34713	7795	6030
8526	ENSG00000153933	DGKE	3047	5138	1864	5044	7855	647	10327	7583	6303	8531
8527	ENSG00000077044	DGKD	3814	3443	29420	5502	31837	1065	44427	3432	27075	22461
8527	ENSG00000280873	DGKD	3814	3443	29420	5502	31837	1065	44427	3432	27075	22461
8528	ENSG00000203797	DDO	276	560	2	185	47	312	0	167	41	4
85280	ENSG00000241595	KRTAP9-4	0	0	0	0	0	0	0	0	0	0
85280	ENSG00000262512	KRTAP9-4	0	0	0	0	0	0	0	0	0	0
85280	ENSG00000262896	KRTAP9-4	0	0	0	0	0	0	0	0	0	0
85285	ENSG00000198443	KRTAP4-1	0	0	0	0	2	0	2	0	0	0
85289	ENSG00000198271	KRTAP4-5	0	0	0	0	0	0	0	0	0	0
8529	ENSG00000186115	CYP4F2	14	37	33	28	25	6	10	11	13	50
85290	ENSG00000196156	KRTAP4-3	0	0	0	0	0	0	0	0	0	0
85291	ENSG00000244537	KRTAP4-2	0	0	0	0	0	0	0	0	0	0
85293	ENSG00000212899	KRTAP3-3	0	0	83	0	13	0	2	0	3	0
85293	ENSG00000263101	KRTAP3-3	0	0	83	0	13	0	2	0	3	0
85294	ENSG00000213417	KRTAP2-4	0	0	0	0	1	0	0	0	0	0
85294	ENSG00000263091	KRTAP2-4	0	0	0	0	1	0	0	0	0	0
8530	ENSG00000077984	CST7	28	14	31	20	22	137	39	33	24	24
85300	ENSG00000167654	ATCAY	44960	34184	72408	74478	85030	4249	92276	49272	81144	67667
85301	ENSG00000196739	COL27A1	1194	967	4181	2181	1439	953	961	1236	2449	2500
85302	ENSG00000188878	FBF1	2145	2280	2596	3399	1819	624	2222	1894	2263	2334
8531	ENSG00000060138	YBX3	891	779	1597	993	3170	1561	3387	646	2845	1384
85313	ENSG00000131013	PPIL4	1191	2780	5865	1683	7644	835	6900	1978	7394	5105
85315	ENSG00000170915	PAQR8	12225	25003	2912	11630	5488	13467	4487	10717	6205	5619
85318	NA	BAGE3	1	0	2	12	15	2	43	3	45	9
8532	ENSG00000109625	CPZ	145	125	188	228	294	111	1134	157	306	121
85320	ENSG00000121270	ABCC11	89	171	42	126	70	71	89	52	60	100
85329	ENSG00000133317	LGALS12	4	8	0	6	0	0	8	0	4	0
8533	ENSG00000141030	COPS3	4313	8345	8769	5868	13870	1074	15376	7912	11606	11499
8534	ENSG00000175264	CHST1	18901	14539	6217	30576	8408	2748	9767	13345	6657	8201
8535	ENSG00000141582	CBX4	6440	5543	5686	7694	6832	705	6873	4417	6187	7079
85352	ENSG00000138944	SHISAL1	15152	11476	19895	27403	24742	2755	39855	18539	19382	16614
85358	ENSG00000251322	SHANK3	37793	32029	7828	74392	12351	6030	16816	36503	11186	11986
85359	ENSG00000128185	DGCR6L	2727	2698	2050	3573	3313	1476	2371	2176	2510	2563
8536	ENSG00000134072	CAMK1	6379	7413	3998	8759	7154	1919	7991	7356	7135	5931
85360	ENSG00000105137	SYDE1	937	873	1319	845	1015	994	639	446	1336	971
85363	ENSG00000132256	TRIM5	184	250	1053	259	1081	238	601	196	972	601
85364	ENSG00000247315	ZCCHC3	2532	3052	7758	2929	8698	701	9406	2038	8907	6113
85365	ENSG00000119523	ALG2	1426	2495	2789	2115	3237	487	3901	2103	3475	2739
85366	ENSG00000101306	MYLK2	231	340	460	221	473	206	417	216	544	347
85369	ENSG00000143093	STRIP1	6028	6378	18201	9090	26197	1072	26988	6919	22109	19411
8537	ENSG00000064787	BCAS1	30044	45822	1276	18435	1391	23689	622	13670	1323	438
85371	NA	KIAA1656	31	32	46	84	68	0	79	52	52	44
85376	ENSG00000275793	RIMBP3	14	11	25	18	64	1	62	15	22	25
85377	ENSG00000100139	MICALL1	2008	2097	9995	1615	10233	574	15835	1236	11127	11298
85378	ENSG00000128159	TUBGCP6	13967	13205	23125	26244	25448	2756	27563	11410	28121	30830
85379	ENSG00000197077	KIAA1671	6703	6844	1851	10889	2894	2148	4493	8533	2446	2377
8538	ENSG00000043039	BARX2	160	111	0	136	0	26	0	143	4	16
85388	ENSG00000201403	SNORD14B	6	32	63	17	140	19	84	10	94	105
85389	ENSG00000202252	SNORD14C	13	41	125	28	100	3	79	24	264	130
8539	ENSG00000166181	API5	5184	10166	13788	8113	19105	1865	19640	11133	17617	15586
85390	ENSG00000207118	SNORD14D	6	57	113	38	151	5	125	56	437	190
85391	ENSG00000200879	SNORD14E	3	24	100	11	65	10	88	24	300	109
85395	ENSG00000160256	FAM207A	679	656	843	1011	988	224	1112	626	957	895
85397	ENSG00000135824	RGS8	158	74	93	412	1680	3	867	357	1028	67
8540	ENSG00000018510	AGPS	2225	5142	10849	3304	13738	1385	18064	5385	12759	9475
85403	ENSG00000144597	EAF1	3921	5042	8181	6527	10269	864	10860	7111	10433	8609
85406	ENSG00000135392	DNAJC14	3876	4369	6501	5137	9448	859	10742	4270	9078	8275
85407	ENSG00000140807	NKD1	495	750	642	785	793	297	998	497	638	482
85409	ENSG00000145506	NKD2	885	875	756	947	725	74	786	492	559	583
85409	ENSG00000276920	NKD2	885	875	756	947	725	74	786	492	559	583
8541	ENSG00000177380	PPFIA3	20731	17303	8350	33015	12082	3507	22695	18217	11937	15911
85411	NA	NA	176	310	97	312	244	37	266	425	164	176
85413	ENSG00000004809	SLC22A16	4	13	0	0	14	0	6	4	10	16
85414	ENSG00000158715	SLC45A3	1081	3069	913	1285	1194	119	1099	1042	834	1562
85415	ENSG00000131941	RHPN2	714	1240	342	619	749	540	243	289	912	534
85416	ENSG00000139800	ZIC5	297	758	2739	343	2026	558	1132	272	1701	1118
85417	ENSG00000147082	CCNB3	47	169	257	52	131	15	116	70	68	49
8542	ENSG00000100342	APOL1	939	749	51	629	260	493	316	749	131	58
8543	ENSG00000143013	LMO4	41236	56876	28884	56955	164868	7171	131239	61032	99764	117226
85437	ENSG00000139168	ZCRB1	2808	5809	5394	2761	7211	2348	8061	3648	6142	5234
85438	ENSG00000145309	CABS1	0	0	0	0	0	0	0	0	0	0
85439	ENSG00000140022	STON2	509	254	353	733	214	318	140	348	802	919
8544	ENSG00000087842	PIR	811	1730	204	786	293	1053	288	588	428	248
85440	ENSG00000116641	DOCK7	2417	5290	24040	2933	25302	2654	26213	3730	28928	22449
85441	ENSG00000130589	HELZ2	652	616	1493	634	1462	459	1069	441	1901	2171
85442	ENSG00000171798	KNDC1	27240	24122	4129	49237	6563	5334	10356	23897	6216	4265
85443	ENSG00000163673	DCLK3	401	443	1341	869	761	31	1549	782	957	8174
85444	ENSG00000133739	LRRCC1	706	1952	4763	761	5703	841	4347	1300	5409	3485
85445	ENSG00000152910	CNTNAP4	5726	13363	3844	7168	6700	991	5839	9232	4553	2190
85449	ENSG00000149633	KIAA1755	2617	3797	1800	3026	1612	1268	1218	1560	2320	833
8545	ENSG00000163320	CGGBP1	5386	11821	35345	9300	49764	2624	68873	12930	49518	42830
85450	ENSG00000148841	ITPRIP	314	440	3951	490	3373	461	737	255	5108	4703
85451	ENSG00000132478	UNK	2951	3160	9161	4094	10732	916	7691	2373	10273	9788
85452	ENSG00000142609	CFAP74	653	536	47	1062	82	34	170	852	40	11
85453	ENSG00000180543	TSPYL5	5126	6683	12690	8981	18197	764	22062	8226	16127	15657
85455	ENSG00000140323	DISP2	5083	4170	9420	11124	10615	670	21323	5199	13564	13236
85456	ENSG00000149115	TNKS1BP1	7248	6267	15393	12139	16730	2805	18142	6555	21562	17975
85457	ENSG00000198894	CIPC	6615	13787	14642	10917	18496	3901	21468	11796	18762	16465
85458	ENSG00000150764	DIXDC1	4544	8861	15210	8037	16002	1273	30853	9737	20209	19721
85459	ENSG00000166004	CEP295	1396	2620	5989	1773	7399	649	9082	2686	8864	7735
8546	ENSG00000132842	AP3B1	1295	3232	3358	1577	3992	1268	3232	2255	4162	2572
85460	ENSG00000178163	ZNF518B	1499	2107	13628	2504	14740	719	19145	2982	17907	14353
85461	ENSG00000115183	TANC1	1715	2547	1786	2038	1678	870	1905	2179	2682	2099
85462	ENSG00000137460	FHDC1	295	364	7806	457	8726	54	9441	414	13082	3782
85463	ENSG00000149289	ZC3H12C	957	2617	7927	1536	8468	1071	7403	2043	11346	6838
85464	ENSG00000141298	SSH2	2684	3483	15910	4816	17083	565	21739	5061	22802	14378
85465	ENSG00000138018	SELENOI	6763	11861	15804	12796	19441	1120	34839	17157	23266	17310
8547	ENSG00000142748	FCN3	37	29	0	18	21	4	9	19	8	35
85474	ENSG00000179528	LBX2	0	6	28	0	12	4	12	0	38	20
85476	ENSG00000168827	GFM1	3553	9357	7151	5130	9281	2343	10664	8411	8949	7878
85477	ENSG00000006747	SCIN	20	106	195	41	153	19	119	51	153	151
